"Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z"
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
"WALKING_UPSTAIRS" 0.27841883 -0.016410568 -0.12352019 -0.99824528 -0.97530022 -0.96032199
